feature,VIF
Dragon_type,4.826352182018352
Hippogriff_type,
Elder_type,6.307301814089756
Efreet_type,
Lesson_type,1.8954050211976743
Adventure_type,3.0836831332878565
Land_type,
Salamander_type,4.731446394112638
Lukka_type,inf
Shapeshifter_type,6.935272975505905
Bear_type,2.980754383886957
Viashino_type,1.6726161951718583
Horse_type,2.9500334455424224
Gate_type,
Jace_type,inf
Gargoyle_type,2.5551936058657225
Crab_type,5.339186791461369
Eye_type,1.731435124523795
Oko_type,inf
Wolf_type,2.3731955335001333
Angrath_type,inf
Vampire_type,4.202090868191986
Ooze_type,1.687589864066342
Bolas_type,inf
Snake_type,3.215297317084503
Chandra_type,inf
Warlock_type,3.902776816937498
Giant_type,3.153907801519199
Camel_type,3.6858152126355272
Shaman_type,3.4971548343265804
Nixilis_type,inf
Knight_type,3.501529562713918
Gorgon_type,
Frog_type,14.577092145832694
Wolverine_type,2.5836867272574553
Illusion_type,2.64086611228542
Cartouche_type,1.6840359855381846
Homunculus_type,2.5340637655673883
Dovin_type,inf
Swamp_type,
Leviathan_type,3.1869864249165953
Warrior_type,5.309973377266726
Lolth_type,inf
Beholder_type,
Elk_type,8.082525512368496
Archer_type,1.9510534371251271
Domri_type,inf
Arlinn_type,inf
Drake_type,5.8972589793445085
Antelope_type,
Skeleton_type,2.4113840781703164
Elephant_type,2.028348571879501
Ashiok_type,inf
Griffin_type,1.9419374095594746
Assembly-Worker_type,2.1556234544636763
Aura_type,50.848404820532785
Otter_type,inf
Hydra_type,4.352749999923103
Davriel_type,
Zombie_type,3.683964295276437
Thrull_type,1.2952360523676347
Fox_type,1.543988578031658
Gideon_type,inf
Egg_type,inf
Hippo_type,inf
Manticore_type,3.250157420740256
Instant_type,15.38286554228075
Ranger_type,3.2108659953142102
Vehicle_type,inf
Noble_type,2.8247725824651
Basic_type,
Minotaur_type,2.9560391871271903
Dwarf_type,3.953948105886802
Mutant_type,3.5692564607189854
Merfolk_type,4.0820559634154
Ogre_type,2.1422301837474316
Angel_type,4.553398981953479
Dog_type,2.9962703215871356
Hyena_type,
Saga_type,5.589140776207954
Treasure_type,inf
None_type,
Demigod_type,
Liliana_type,inf
Human_type,15.198749546873929
Elf_type,5.661710961800812
Siren_type,
Gnoll_type,4.281073864206545
Naga_type,2.5857402062315558
Rhino_type,
Treefolk_type,2.0449086598330632
Phoenix_type,2.802366650920051
Soldier_type,3.68176636986823
Demon_type,5.37212127121868
Ellywick_type,
Legendary_type,7.481227946586544
Brushwagg_type,
Construct_type,4.887986542416047
Planeswalker_type,inf
Nahiri_type,inf
Hellion_type,inf
Assassin_type,2.307644947262372
Golem_type,3.8917454655637025
Avatar_type,3.026869011016108
Ape_type,3.2768561269252174
Ouphe_type,
Bahamut_type,inf
Fungus_type,2.210837843411579
Spider_type,3.5283880255065596
Archon_type,3.0598083812891725
Forest_type,
Faerie_type,2.7689230627972634
Ajani_type,inf
Rogue_type,3.246661343237076
Nissa_type,inf
Cleric_type,3.6686724657384686
Jellyfish_type,2.2168095886963335
Devil_type,2.037742425414849
Wizard_type,5.3625749485805425
Rat_type,2.5111006546014654
Artificer_type,2.9882033332065854
Leech_type,
Class_type,inf
Pegasus_type,1.2925414530520984
Samut_type,inf
Kiora_type,inf
Desert_type,
Creature_type,551.9530674798126
Tiefling_type,7.693340875303819
Monk_type,1.870874951383647
Turtle_type,
Island_type,
Sphinx_type,2.8836284411226902
Homarid_type,
Unicorn_type,1.7678251736083606
Scout_type,2.3263539297951694
Cyclops_type,1.4889469595638365
Wurm_type,8.586558780878224
Artifact_type,16.89024448923516
Shade_type,
Berserker_type,4.085326088144481
Food_type,1.8583195417104799
Horror_type,3.498429603121508
Kraken_type,inf
Enchantment_type,13.77090245421216
Sheep_type,
Mouse_type,
Kaya_type,inf
Cat_type,2.575259278770835
Plant_type,2.2700897304808936
Aetherborn_type,2.144538030832732
Pilot_type,inf
Gnome_type,4.1487006396005155
Coward_type,
Scorpion_type,
Kor_type,2.2716708178034186
Gremlin_type,1.2555692061880213
Clue_type,
Juggernaut_type,2.578052198839631
Ox_type,
Halfling_type,1.9999898759576085
Octopus_type,inf
Beast_type,3.857493309609171
Werewolf_type,inf
Serpent_type,2.53902614305139
Bard_type,2.4165837243023347
Lamia_type,inf
Scarecrow_type,1.6356023309841805
Kobold_type,
Plains_type,
Goblin_type,3.278704379264666
God_type,9.410604059256237
Advisor_type,3.0306345368524115
Yeti_type,
Huatli_type,inf
Pirate_type,3.6585125028037346
Calix_type,inf
Squirrel_type,1.9619741144294107
Narset_type,inf
Mole_type,
Dinosaur_type,4.532292755498731
Djinn_type,2.654161217043353
Pangolin_type,
Pest_type,
Orc_type,2.5906755099418373
Peasant_type,2.579360435381764
Garruk_type,inf
Jackal_type,2.6365614493100824
Mountain_type,
Yanggu_type,
Snow_type,3.2327982150407735
Elspeth_type,inf
Imp_type,1.4496411267027631
flavor_text_len,7.512641745321724
counterspell,inf
manarock,inf
manadork,inf
removal,inf
wrath,inf
ramp,inf
tutor,inf
cardraw,inf
burn,inf
discard,inf
enters_bf,inf
die_trigger,inf
attack_trigger,inf
pseudo_ramp,inf
static_ramp,inf
creature_tokens,inf
extra_turn,inf
plus1_counters,inf
graveyard_hate,inf
free_spells,inf
bounce_spell,inf
sac_outlet,inf
sac_payoff,inf
cant_counter,inf
costx_more,inf
costx_moreactivate,inf
costx_less,inf
costx_lessacitivate,inf
whenever_opp,inf
returnfrom_gy,inf
reanimation,inf
castfrom_gy,inf
lord,inf
upkeep_trigger,inf
endstep_trigger,inf
landfall,inf
combat_trigger,inf
life_gain,inf
treasure_tokens,inf
protection,inf
cost_reduction,inf
mana_multipliers,inf
card_selection,inf
whenever_cast,inf
gain_control,inf
unblockeable,inf
difficult_block,inf
create_copy,inf
milling,inf
trigger_multiplier,inf
untapper,inf
static_effects,inf
damage_multipliers,inf
variable_pt,inf
agressive,inf
doublers,inf
blinker,inf
graveyard_tutor,inf
play_toplibrary,inf
life_lose,inf
play_from_graveyard,inf
infect,
disenchant,inf
venture,inf
animator,inf
wish,inf
gy_synergies,inf
looting_similar,inf
cheatinto_play,inf
pumped_foreach,inf
ritual,inf
no_maximum,inf
wheel,inf
extra_combat,
ghostly_prison,inf
land_destruction,inf
win_game,
lose_game,inf
cant_lose,inf
total_abilites,inf
land,
prints,2.1258739254701577
power_*,inf
power_0,inf
power_1,inf
power_1+*,
power_10,inf
power_11,inf
power_12,
power_16,inf
power_2,inf
power_3,inf
power_4,inf
power_5,inf
power_6,inf
power_7,inf
power_8,inf
power_9,inf
power_None,inf
toughness_*,inf
toughness_*+1,
toughness_0,inf
toughness_1,inf
toughness_10,inf
toughness_12,
toughness_16,inf
toughness_17,inf
toughness_2,inf
toughness_3,inf
toughness_4,inf
toughness_5,inf
toughness_6,inf
toughness_7,inf
toughness_8,inf
toughness_9,inf
toughness_None,inf
rarity_common,inf
rarity_mythic,inf
rarity_rare,inf
rarity_uncommon,inf
loyalty_2,inf
loyalty_3,inf
loyalty_4,inf
loyalty_5,inf
loyalty_6,inf
loyalty_7,inf
loyalty_None,inf
loyalty_X,inf
standard_banned,inf
standard_legal,inf
standard_not_legal,inf
historic_banned,inf
historic_legal,inf
historic_not_legal,inf
pioneer_banned,inf
pioneer_legal,inf
modern_banned,inf
modern_legal,inf
legacy_banned,inf
legacy_legal,inf
pauper_legal,inf
pauper_not_legal,inf
vintage_legal,inf
vintage_restricted,inf
commander_banned,inf
commander_legal,inf
brawl_banned,inf
brawl_legal,inf
brawl_not_legal,inf
historicbrawl_banned,inf
historicbrawl_legal,inf
historicbrawl_not_legal,inf
year_2016,inf
year_2017,inf
year_2018,inf
year_2019,inf
year_2020,inf
year_2021,inf
month_1,inf
month_10,inf
month_11,
month_2,inf
month_4,inf
month_5,inf
month_7,inf
month_9,inf
