feature,VIF
brawl_banned,inf
brawl_legal,inf
brawl_not_legal,inf
historicbrawl_banned,inf
historicbrawl_legal,inf
historicbrawl_not_legal,inf
year_2016,inf
year_2017,inf
year_2018,inf
year_2019,inf
year_2020,inf
year_2021,inf
month_1,inf
month_10,inf
month_2,inf
month_4,inf
month_5,inf
month_7,inf
month_9,inf
